,model_name,train_loss,train_acc,val_loss,val_acc
0,ResNet,1.2224382289818354,0.5479166678019932,0.6652714133262634,0.7961206912994385
1,ResNet,0.400668241083622,0.8964285722800663,0.3116379171609879,0.8855603456497192
2,ResNet,0.19394457606332643,0.9464285714285714,0.17183236479759217,0.9493534445762635
3,ResNet,0.10124923288822174,0.9866071428571429,0.15343657582998277,0.9487069010734558
4,ResNet,0.05043503336076226,0.9977678571428571,0.13234920427203178,0.9549569010734558
5,ResNet,0.02919886008437191,1.0,0.13781582713127136,0.9549569010734558
